# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 33K of event 'branch-instructions'
# Event count (approx.): 4576285169
#
# Overhead  Command  Shared Object               Symbol                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
# ........  .......  ..........................  ..................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................
#
     0.18%  test     libjpeg.so.8.2.2              [.] 0x000000000003d6a2
     0.17%  test     libm.so.6                     [.] __atanf
     0.17%  test     libjpeg.so.8.2.2              [.] 0x000000000003d7a9
     0.16%  test     [kernel.kallsyms]             [k] __free_one_page
     0.16%  test     [kernel.kallsyms]             [k] mtree_range_walk
     0.15%  test     [kernel.kallsyms]             [k] charge_memcg
     0.14%  test     libjpeg.so.8.2.2              [.] 0x000000000003d6c1
     0.13%  test     [kernel.kallsyms]             [k] lock_vma_under_rcu
     0.11%  test     [kernel.kallsyms]             [k] get_page_from_freelist
     0.11%  test     [kernel.kallsyms]             [k] cgroup_rstat_updated
     0.11%  test     [kernel.kallsyms]             [k] __mem_cgroup_charge
     0.11%  test     [kernel.kallsyms]             [k] __mod_memcg_lruvec_state
     0.11%  test     test                          [.] std::vector<int, std::allocator<int> >::push_back(int const&)
     0.11%  test     [kernel.kallsyms]             [k] __alloc_pages
     0.11%  test     [kernel.kallsyms]             [k] folio_add_lru
     0.11%  test     libjpeg.so.8.2.2              [.] jpeg_fill_bit_buffer
     0.10%  test     [kernel.kallsyms]             [k] __count_memcg_events
     0.10%  test     [kernel.kallsyms]             [k] handle_mm_fault
     0.10%  test     libjpeg.so.8.2.2              [.] 0x000000000003d7cd
     0.10%  test     [kernel.kallsyms]             [k] vma_alloc_folio
     0.10%  test     libjpeg.so.8.2.2              [.] 0x000000000004bf0f
     0.09%  test     [kernel.kallsyms]             [k] lru_gen_del_folio.constprop.0
     0.09%  test     [kernel.kallsyms]             [k] do_anonymous_page
     0.09%  test     libjpeg.so.8.2.2              [.] 0x000000000003d6a9
     0.09%  test     libjpeg.so.8.2.2              [.] 0x0000000000027967
     0.09%  test     test                          [.] void _mm512_memcpy<unsigned char>(unsigned char*, unsigned char const*, unsigned long)
     0.08%  test     [kernel.kallsyms]             [k] folio_batch_move_lru
     0.08%  test     [kernel.kallsyms]             [k] __mod_node_page_state
     0.08%  test     [kernel.kallsyms]             [k] blk_cgroup_congested
     0.08%  test     [kernel.kallsyms]             [k] release_pages
     0.08%  test     libjpeg.so.8.2.2              [.] 0x000000000003d7ca
     0.08%  test     libjpeg.so.8.2.2              [.] 0x000000000004c017
     0.08%  test     libjpeg.so.8.2.2              [.] 0x000000000003d6b7
     0.07%  test     [kernel.kallsyms]             [k] lru_add_fn
     0.07%  test     libjpeg.so.8.2.2              [.] 0x0000000000027222
     0.07%  test     [kernel.kallsyms]             [k] __filemap_add_folio
     0.07%  test     [kernel.kallsyms]             [k] __mod_lruvec_page_state
     0.07%  test     [kernel.kallsyms]             [k] error_entry
     0.07%  test     [kernel.kallsyms]             [k] percpu_counter_add_batch
     0.07%  test     libjpeg.so.8.2.2              [.] 0x00000000000271db
     0.07%  test     [kernel.kallsyms]             [k] __irqentry_text_end
     0.07%  test     libjpeg.so.8.2.2              [.] 0x0000000000007d69
     0.06%  test     [kernel.kallsyms]             [k] rmqueue
     0.06%  test     [kernel.kallsyms]             [k] _raw_spin_trylock
     0.06%  test     libjpeg.so.8.2.2              [.] 0x000000000004c776
     0.06%  test     libjpeg.so.8.2.2              [.] 0x000000000003d7b3
     0.06%  test     libjpeg.so.8.2.2              [.] 0x000000000004bfd5
     0.06%  test     libjpeg.so.8.2.2              [.] 0x000000000004c7c9
     0.06%  test     libjpeg.so.8.2.2              [.] 0x000000000004beb7
     0.06%  test     [kernel.kallsyms]             [k] post_alloc_hook
     0.06%  test     [kernel.kallsyms]             [k] do_user_addr_fault
     0.06%  test     libjpeg.so.8.2.2              [.] 0x000000000003d79d
     0.06%  test     libjpeg.so.8.2.2              [.] 0x000000000003d78b
     0.06%  test     libjpeg.so.8.2.2              [.] 0x000000000004c7e9
     0.05%  test     libjpeg.so.8.2.2              [.] 0x000000000003d7a5
     0.05%  test     libjpeg.so.8.2.2              [.] 0x000000000004bee4
     0.05%  test     [kernel.kallsyms]             [k] __next_zones_zonelist
     0.05%  test     [kernel.kallsyms]             [k] mas_walk
     0.05%  test     [kernel.kallsyms]             [k] pte_offset_map_nolock
     0.05%  test     [nvidia]                      [k] _nv039862rm
     0.05%  test     [kernel.kallsyms]             [k] consume_stock
     0.05%  test     libm.so.6                     [.] __sqrtf_finite@GLIBC_2.15
     0.05%  test     libc.so.6                     [.] __memset_evex_unaligned_erms
     0.05%  test     libjpeg.so.8.2.2              [.] 0x000000000004c07f
     0.05%  test     [kernel.kallsyms]             [k] native_write_msr
     0.05%  test     [kernel.kallsyms]             [k] osq_lock
     0.05%  test     [kernel.kallsyms]             [k] page_remove_rmap
     0.05%  test     [kernel.kallsyms]             [k] __pte_offset_map
     0.05%  test     libm.so.6                     [.] __atan2f_finite@GLIBC_2.15
     0.05%  test     libjpeg.so.8.2.2              [.] 0x000000000004bfdf
     0.05%  test     libjpeg.so.8.2.2              [.] 0x000000000004becd
     0.05%  test     libjpeg.so.8.2.2              [.] 0x000000000004c13d
     0.05%  test     [kernel.kallsyms]             [k] __mod_zone_page_state
     0.04%  test     libjpeg.so.8.2.2              [.] 0x00000000000059d0
     0.04%  test     libjpeg.so.8.2.2              [.] 0x0000000000027a53
     0.04%  test     libjpeg.so.8.2.2              [.] 0x00000000000271a0
     0.04%  test     libjpeg.so.8.2.2              [.] 0x000000000004be7f
     0.04%  test     libjpeg.so.8.2.2              [.] 0x000000000003d799
     0.04%  test     [kernel.kallsyms]             [k] exit_to_user_mode_prepare
     0.04%  test     [kernel.kallsyms]             [k] __raw_spin_lock_irqsave
     0.04%  test     test                          [.] void std::allocator_traits<std::allocator<int> >::construct<int, int const&>(std::allocator<int>&, int*, int const&)
     0.04%  test     libjpeg.so.8.2.2              [.] 0x000000000004beff
     0.04%  test     libjpeg.so.8.2.2              [.] 0x00000000000372f0
     0.04%  test     libjpeg.so.8.2.2              [.] 0x0000000000048cc1
     0.04%  test     libjpeg.so.8.2.2              [.] 0x000000000004be69
     0.04%  test     libjpeg.so.8.2.2              [.] 0x000000000003d790
     0.04%  test     [kernel.kallsyms]             [k] folio_add_new_anon_rmap
     0.04%  test     libjpeg.so.8.2.2              [.] 0x000000000002792e
     0.04%  test     libjpeg.so.8.2.2              [.] 0x0000000000027229
     0.04%  test     test                          [.] decltype (::new ((void*)(0)) int((declval<int const&>)())) std::construct_at<int, int const&>(int*, int const&)
     0.04%  test     [kernel.kallsyms]             [k] free_unref_page_list
     0.04%  test     libjpeg.so.8.2.2              [.] 0x000000000004be44
     0.04%  test     libjpeg.so.8.2.2              [.] 0x0000000000027942
     0.04%  test     libjpeg.so.8.2.2              [.] 0x000000000004c044
     0.04%  test     libjpeg.so.8.2.2              [.] 0x000000000003d6af
     0.04%  test     libjpeg.so.8.2.2              [.] 0x0000000000007d62
     0.04%  test     libz.so.1.2.11                [.] inflate
     0.04%  test     [kernel.kallsyms]             [k] __rmqueue_pcplist
     0.04%  test     [kernel.kallsyms]             [k] zap_pte_range
     0.04%  test     [kernel.kallsyms]             [k] __pte_offset_map_lock
     0.03%  test     libjpeg.so.8.2.2              [.] 0x00000000000271cd
     0.03%  test     libjpeg.so.8.2.2              [.] 0x000000000004c051
     0.03%  test     libjpeg.so.8.2.2              [.] jpeg_fill_bit_buffer@plt
     0.03%  test     libjpeg.so.8.2.2              [.] 0x0000000000027a46
     0.03%  test     libjpeg.so.8.2.2              [.] 0x000000000004c02d
     0.03%  test     libjpeg.so.8.2.2              [.] 0x0000000000027200
     0.03%  test     libjpeg.so.8.2.2              [.] 0x000000000003d561
     0.03%  test     [kernel.kallsyms]             [k] free_unref_page_prepare
     0.03%  test     [kernel.kallsyms]             [k] __folio_alloc
     0.03%  test     [kernel.kallsyms]             [k] __mod_lruvec_state
     0.03%  test     libjpeg.so.8.2.2              [.] jpeg_huff_decode
     0.03%  test     libopencv_core.so.4.9.0       [.] icv_k0_ownsCopy_8u_nt
     0.03%  test     [kernel.kallsyms]             [k] native_read_msr
     0.03%  test     [kernel.kallsyms]             [k] uncharge_folio
     0.03%  test     libjpeg.so.8.2.2              [.] 0x000000000003d57d
     0.03%  test     libjpeg.so.8.2.2              [.] 0x0000000000037320
     0.03%  test     [kernel.kallsyms]             [k] count_memcg_events.constprop.0
     0.03%  test     libjpeg.so.8.2.2              [.] 0x0000000000027952
     0.03%  test     libjpeg.so.8.2.2              [.] 0x00000000000271eb
     0.03%  test     libjpeg.so.8.2.2              [.] 0x0000000000007564
     0.03%  test     libjpeg.so.8.2.2              [.] 0x00000000000060be
     0.03%  test     libjpeg.so.8.2.2              [.] 0x0000000000007d6e
     0.03%  test     libjpeg.so.8.2.2              [.] 0x000000000003d440
     0.03%  test     libjpeg.so.8.2.2              [.] 0x00000000000156e3
     0.03%  test     [kernel.kallsyms]             [k] handle_pte_fault
     0.03%  test     libm.so.6                     [.] __atan2f
     0.02%  test     libc.so.6                     [.] _int_free
     0.02%  test     libjpeg.so.8.2.2              [.] 0x0000000000027860
     0.02%  test     libjpeg.so.8.2.2              [.] 0x0000000000007515
     0.02%  test     libjpeg.so.8.2.2              [.] 0x0000000000008e17
     0.02%  test     libjpeg.so.8.2.2              [.] 0x000000000003d6cf
     0.02%  test     libjpeg.so.8.2.2              [.] 0x000000000004c12e
     0.02%  test     libjpeg.so.8.2.2              [.] 0x000000000003d7e2
     0.02%  test     libjpeg.so.8.2.2              [.] 0x000000000003d68e
     0.02%  test     libjpeg.so.8.2.2              [.] 0x000000000003d5bf
     0.02%  test     test                          [.] std::vector<int, std::allocator<int> >::operator[](unsigned long)
     0.02%  test     [kernel.kallsyms]             [k] exc_page_fault
     0.02%  test     libjpeg.so.8.2.2              [.] 0x0000000000006103
     0.02%  test     libjpeg.so.8.2.2              [.] 0x0000000000007500
     0.02%  test     libjpeg.so.8.2.2              [.] 0x0000000000027850
     0.02%  test     libjpeg.so.8.2.2              [.] 0x000000000003d59c
     0.02%  test     libjpeg.so.8.2.2              [.] 0x000000000004c4ce
     0.02%  test     libjpeg.so.8.2.2              [.] 0x000000000003d550
     0.02%  test     libjpeg.so.8.2.2              [.] 0x000000000002785c
     0.02%  test     libjpeg.so.8.2.2              [.] 0x000000000004be87
     0.02%  test     libjpeg.so.8.2.2              [.] 0x0000000000027a3f
     0.02%  test     libjpeg.so.8.2.2              [.] 0x00000000000060e1
     0.02%  test     libjpeg.so.8.2.2              [.] 0x000000000003d5de
     0.02%  test     libjpeg.so.8.2.2              [.] 0x000000000003d540
     0.02%  test     libjpeg.so.8.2.2              [.] 0x000000000004c077
     0.02%  test     libjpeg.so.8.2.2              [.] 0x0000000000027244
     0.02%  test     libjpeg.so.8.2.2              [.] 0x000000000004bed1
     0.02%  test     libjpeg.so.8.2.2              [.] 0x000000000003d53c
     0.02%  test     libjpeg.so.8.2.2              [.] 0x000000000002724c
     0.02%  test     libjpeg.so.8.2.2              [.] 0x0000000000027bf0
     0.02%  test     libjpeg.so.8.2.2              [.] 0x000000000004c449
     0.02%  test     libjpeg.so.8.2.2              [.] 0x000000000003d6d7
     0.02%  test     libjpeg.so.8.2.2              [.] 0x000000000004c812
     0.02%  test     libjpeg.so.8.2.2              [.] 0x000000000004c089
     0.02%  test     libjpeg.so.8.2.2              [.] 0x000000000003d5fb
